# Auto-generated by scripts/build_char_frequency_from_wordlists.py
# Format: <char>\t<weight>  (corpus count + general-rank bonus)
腑	7
腥	7
臼	7
舐	7
芡	7
苄	7
苞	7
茉	7
茭	7
荞	7
莼	7
葛	7
蒿	7
蕊	7
虹	7
袭	7
裕	7
裳	7
讹	7
谆	7
谤	7
贩	7
贺	7
跨	7
踽	7
蹉	7
蹊	7
躲	7
逝	7
遏	7
邮	7
酉	7
钝	7
闹	7
闺	7
陇	7
页	7
驶	7
骈	7
魏	7
鲳	7
麸	7
麺	7
黍	7
黔	7
亢	6
享	6
份	6
伞	6
侵	6
俊	6
俎	6
偃	6
傻	6
僧	6
兮	6
凋	6
刁	6
刍	6
券	6
剁	6
削	6
劝	6
匿	6
叛	6
呀	6
咳	6
哗	6
哲	6
唳	6
喧	6
喳	6
嗔	6
嗷	6
嘘	6
坎	6
垒	6
堤	6
央	6
娘	6
媒	6
嫂	6
孟	6
孽	6
宛	6
寥	6
屁	6
屑	6
屣	6
屦	6
屯	6
峦	6
峭	6
嶂	6
帛	6
庙	6
廷	6
彝	6
徊	6
忐	6
忑	6
忿	6
恃	6
恼	6
憎	6
扛	6
扪	6
扼	6
拐	6
括	6
挺	6
捣	6
掐	6
揭	6
擂	6
敷	6
旰	6
晋	6
晏	6
枚	6
栈	6
桐	6
桶	6
梭	6
榜	6
槟	6
樽	6
歉	6
殷	6
毂	6
毅	6
沈	6
沌	6
沫	6
沿	6
洱	6
洽	6
浦	6
涣	6
涤	6
涸	6
淆	6
渭	6
溶	6
滇	6
滩	6
漓	6
漱	6
濡	6
烙	6
烷	6
烽	6
狭	6
狸	6
珀	6
琥	6
璞	6
疵	6
疼	6
症	6
痈	6
盎	6
盾	6
眩	6
督	6
睫	6
瞎	6
稍	6
筚	6
箫	6
粱	6
糍	6
纭	6
绞	6
耍	6
耘	6
聩	6
肃	6
腋	6
腌	6
腕	6
腮	6
膀	6
膨	6
舵	6
芜	6
芷	6
苋	6
苷	6
荟	6
莠	6
菱	6
蒹	6
蓄	6
蓑	6
薰	6
蚂	6
蛛	6
蛟	6
蝴	6
螃	6
蠹	6
衍	6
褒	6
讯	6
讽	6
谅	6
谓	6
谩	6
豚	6
豫	6
贿	6
赠	6
赢	6
赵	6
跎	6
蹑	6
蹙	6
轶	6
迢	6
逮	6
遣	6
遵	6
郑	6
锡	6
锯	6
闰	6
靖	6
韦	6
颂	6
颖	6
饴	6
馈	6
馥	6
驼	6
驽	6
骚	6
骸	6
黎	6
仃	5
仑	5
伎	5
佑	5
佯	5
佼	5
倡	5
偎	5
偕	5
僵	5
冢	5
冶	5
刊	5
勉	5
卸	5
厅	5
厥	5
叮	5
呗	5
咂	5
哔	5
啧	5
喙	5
嗜	5
嗟	5
噎	5
噩	5
嚎	5
囚	5
坛	5
坟	5
坤	5
垫	5
堰	5
墓	5
夙	5
奄	5
妃	5
妒	5
姬	5
娥	5
婢	5
嫦	5
孑	5
孳	5
孺	5
宪	5
寨	5
屎	5
屠	5
岂	5
岗	5
峡	5
巍	5
巫	5
帐	5
幡	5
庚	5
弘	5
徙	5
忆	5
怵	5
恻	5
惕	5
戛	5
抒	5
抢	5
抬	5
挪	5
搏	5
携	5
斋	5
斟	5
旌	5
昴	5
暂	5
朔	5
杵	5
杷	5
枘	5
桩	5
椟	5
楷	5
榛	5
榭	5
槁	5
槛	5
歧	5
毋	5
沽	5
泾	5
涵	5
渠	5
潦	5
澡	5
炬	5
炯	5
焕	5
焯	5
焰	5
煤	5
熔	5
爨	5
爷	5
牍	5
狡	5
猾	5
琳	5
甑	5
癸	5
盏	5
眈	5
睦	5
瞩	5
瞪	5
矛	5
矣	5
砣	5
硒	5
祁	5
禅	5
秣	5
穆	5
穗	5
穰	5
窖	5
篑	5
篪	5
篷	5
簸	5
粪	5
粽	5
糜	5
絮	5
纨	5
纺	5
纽	5
绶	5
缨	5
缰	5
缸	5
罢	5
耶	5
耽	5
聘	5
聱	5
肋	5
肱	5
肿	5
胁	5
胖	5
胞	5
舅	5
舜	5
苁	5
苇	5
苕	5
茵	5
荜	5
荦	5
荧	5
荫	5
菁	5
萁	5
蕙	5
虢	5
虽	5
蚊	5
蜉	5
蜗	5
螂	5
螳	5
袒	5
袜	5
裾	5
觇	5
譬	5
译	5
诘	5
诽	5
谀	5
谣	5
账	5
贸	5
赘	5
跖	5
踔	5
躯	5
轿	5
迅	5
遭	5
邯	5
郸	5
酌	5
酷	5
铛	5
键	5
锰	5
阖	5
隋	5
隧	5
霁	5
霏	5
韶	5
顷	5
饶	5
馨	5
驯	5
骗	5
骛	5
骧	5
鬟	5
魁	5
鳌	5
鸪	5
鸱	5
鹜	5
黜	5
黼	5
乍	4
亿	4
仍	4
伙	4
侄	4
俦	4
俩	4
倭	4
僻	4
儆	4
冈	4
冯	4
凸	4
刘	4
删	4
刨	4
刹	4
刿	4
剜	4
卉	4
厝	4
厢	4
叟	4
叨	4
叱	4
吁	4
啄	4
啖	4
喀	4
喂	4
嘱	4
嘶	4
嘿	4
堑	4
奂	4
奕	4
妨	4
妹	4
姚	4
姥	4
娉	4
娓	4
娶	4
娼	4
婶	4
婷	4
婿	4
宕	4
宦	4
寅	4
寺	4
尉	4
尚	4
帅	4
彘	4
徘	4
怆	4
怙	4
怠	4
悍	4
悖	4
悱	4
愉	4
扩	4
抉	4
拄	4
拏	4
挤	4
捱	4
擅	4
擘	4
攫	4
敖	4
斐	4
斛	4
昨	4
曰	4
枇	4
枭	4
枷	4
柏	4
栓	4
桉	4
棚	4
棺	4
榈	4
榨	4
檗	4
殆	4
殉	4
殿	4
氰	4
汆	4
汝	4
沂	4
沅	4
沓	4
沦	4
沱	4
浃	4
淘	4
溲	4
濠	4
灸	4
烫	4
煽	4
爸	4
牖	4
犁	4
猬	4
瓴	4
甸	4
痍	4
瘠	4
瘴	4
盂	4
眦	4
眷	4
眸	4
睽	4
瞠	4
砍	4
碱	4
禀	4
稻	4
窄	4
窟	4
窦	4
筛	4
箸	4
篆	4
篝	4
籽	4
粲	4
纡	4
绑	4
绮	4
缟	4
缤	4
罔	4
罕	4
羯	4
肖	4
胭	4
脐	4
膺	4
臊	4
臻	4
芭	4
芯	4
苡	4
茕	4
茗	4
荤	4
荻	4
萎	4
葑	4
葩	4
蓼	4
蔼	4
蕾	4
藤	4
蘸	4
虱	4
蛹	4
蜘	4
蜚	4
蝙	4
蝠	4
蝼	4
蟾	4
蠡	4
衅	4
衢	4
衾	4
褐	4
襄	4
讥	4
讪	4
诫	4
谎	4
赎	4
赦	4
趾	4
踢	4
逻	4
郊	4
铄	4
铿	4
锌	4
镬	4
镳	4
闽	4
闾	4
阋	4
阐	4
阮	4
陪	4
隶	4
霆	4
霓	4
靴	4
鞠	4
韧	4
颁	4
颊	4
颔	4
颤	4
颦	4
馔	4
驿	4
骜	4
鬯	4
鲇	4
鲑	4
鲠	4
鲥	4
鳃	4
鳗	4
鸥	4
鸩	4
鹘	4
鹧	4
麾	4
黻	4
齑	4
亟	3
仞	3
伉	3
伺	3
佐	3
佚	3
侠	3
侪	3
侮	3
俏	3
俪	3
俾	3
倨	3
倪	3
儋	3
冀	3
冗	3
凳	3
凹	3
勺	3
匈	3
匕	3
匮	3
卦	3
厮	3
叙	3
叩	3
叵	3
吡	3
吭	3
吮	3
吼	3
呜	3
咒	3
咨	3
咯	3
哇	3
哎	3
哮	3
哽	3
喋	3
嗓	3
嘛	3
嘟	3
噤	3
囫	3
坂	3
坍	3
坝	3
坪	3
坯	3
垦	3
埙	3
墩	3
壹	3
够	3
奚	3
妣	3
妥	3
姨	3
姹	3
娟	3
婪	3
婴	3
婺	3
嫣	3
嬉	3
孕	3
寞	3
寰	3
尹	3
屹	3
屿	3
岌	3
岑	3
岿	3
峥	3
崎	3
崭	3
嶙	3
帖	3
帼	3
庖	3
弧	3
弼	3
役	3
忡	3
忻	3
怅	3
怛	3
怫	3
怯	3
悴	3
惝	3
惮	3
愆	3
愣	3
憬	3
懊	3
懵	3
戢	3
拊	3
拢	3
拦	3
拭	3
拯	3
拽	3
挟	3
捭	3
捻	3
掇	3
掬	3
掳	3
摊	3
摔	3
撅	3
撇	3
擢	3
攸	3
斫	3
旬	3
昃	3
昊	3
晃	3
晖	3
晰	3
晾	3
曜	3
枳	3
柙	3
柢	3
栀	3
梆	3
梢	3
梵	3
椹	3
楫	3
榇	3
榻	3
樊	3
檫	3
欠	3
歇	3
殍	3
殢	3
毖	3
毯	3
汕	3
汰	3
沼	3
泓	3
泗	3
泳	3
浙	3
涅	3
涟	3
湃	3
溉	3
溴	3
溷	3
滂	3
滞	3
潺	3
澎	3
瀣	3
炕	3
焊	3
牲	3
狞	3
狰	3
猢	3
琉	3
瑙	3
瑾	3
璀	3
璇	3
璋	3
璨	3
疙	3
疯	3
痔	3
痕	3
痰	3
痼	3
瘟	3
瘤	3
瘩	3
皎	3
皖	3
眶	3
睬	3
瞰	3
矾	3
砸	3
砾	3
硎	3
磅	3
磕	3
礴	3
祛	3
祟	3
祭	3
祷	3
禹	3
秩	3
稗	3
稼	3
稿	3
窠	3
竣	3
笙	3
筝	3
筷	3
籁	3
粝	3
粤	3
纱	3
绒	3
绠	3
绽	3
缆	3
缎	3
缪	3
缴	3
罡	3
罩	3
罴	3
耆	3
耙	3
耨	3
肓	3
肢	3
肫	3
胚	3
胫	3
胰	3
脍	3
腴	3
腺	3
舔	3
艇	3
芨	3
芫	3
芸	3
苑	3
苛	3
荏	3
荪	3
荸	3
荼	3
莎	3
莽	3
菽	3
董	3
葬	3
蕴	3
薮	3
藐	3
藓	3
蚍	3
蚓	3
蛀	3
蛊	3
蛰	3
蜃	3
蜓	3
蜕	3
蜮	3
衮	3
裸	3
褥	3
觑	3
觚	3
觥	3
詹	3
讷	3
诋	3
询	3
诬	3
谗	3
谛	3
谠	3
谭	3
赂	3
赅	3
赈	3
赳	3
践	3
踟	3
踭	3
蹰	3
蹲	3
蹶	3
轫	3
辏	3
辔	3
辗	3
辜	3
迂	3
迥	3
逅	3
逍	3
逗	3
逛	3
遑	3
邂	3
邵	3
醐	3
醪	3
钜	3
钦	3
钴	3
铰	3
锂	3
锈	3
锭	3
锱	3
锻	3
镌	3
阪	3
陡	3
隘	3
雉	3
雠	3
霹	3
靛	3
靶	3
颗	3
饕	3
饲	3
饽	3
馀	3
馁	3
馏	3
馒	3
馓	3
驭	3
骊	3
髀	3
鬻	3
魅	3
鲞	3
鲶	3
鳄	3
鳊	3
鳏	3
鳕	3
鸢	3
鹉	3
鹦	3
丐	2
丞	2
乒	2
乓	2
亥	2
亳	2
亸	2
仕	2
伟	2
伥	2
佗	2
佞	2
佬	2
佶	2
佹	2
侗	2
俟	2
倔	2
倜	2
倩	2
偭	2
傥	2
兜	2
冁	2
凊	2
刽	2
剃	2
剐	2
剿	2
勋	2
募	2
匀	2
匐	2
匝	2
匣	2
卮	2
召	2
叭	2
吓	2
呦	2
呶	2
呻	2
咆	2
咙	2
咚	2
咤	2
咧	2
咪	2
咱	2
咻	2
哒	2
哝	2
哟	2
哨	2
唉	2
唑	2
唠	2
啉	2
啜	2
喃	2
喇	2
喏	2
喹	2
嗒	2
嗣	2
嗤	2
嗫	2
嗯	2
嗳	2
嗽	2
嘀	2
嘁	2
嘎	2
嚅	2
嚣	2
囤	2
囵	2
囹	2
圄	2
坌	2
坞	2
坷	2
坼	2
垛	2
垠	2
埔	2
墟	2
壅	2
壕	2
壬	2
奎	2
妫	2
姗	2
姣	2
姻	2
娃	2
娄	2
婀	2
媳	2
孚	2
孢	2
孵	2
尬	2
尴	2
尻	2
屉	2
届	2
屐	2
峙	2
崛	2
嵘	2
帧	2
幄	2
庶	2
廊	2
廖	2
弩	2
彭	2
徜	2
徨	2
徭	2
忏	2
忾	2
怍	2
怏	2
怔	2
恕	2
恙	2
恫	2
悄	2
悛	2
悭	2
悯	2
悸	2
悼	2
惘	2
惬	2
惰	2
惴	2
愎	2
愕	2
慑	2
慵	2
憔	2
憧	2
憨	2
憾	2
懦	2
扳	2
抠	2
抡	2
拇	2
拗	2
拷	2
挈	2
挚	2
挝	2
挣	2
挹	2
捎	2
捡	2
捩	2
掂	2
掎	2
掏	2
掖	2
掰	2
掼	2
揆	2
揉	2
揪	2
搀	2
搂	2
搞	2
搪	2
搽	2
撷	2
撺	2
擞	2
擿	2
敕	2
旎	2
旖	2
旭	2
晌	2
暝	2
暧	2
曙	2
曦	2
札	2
杠	2
枋	2
枥	2
枫	2
柝	2
柬	2
栎	2
栩	2
栽	2
桁	2
桨	2
桴	2
梓	2
棼	2
椠	2
楔	2
榉	2
榔	2
榫	2
榱	2
槌	2
槿	2
樗	2
橛	2
檀	2
檄	2
檐	2
歼	2
殄	2
殒	2
殖	2
毳	2
氘	2
氛	2
汀	2
汾	2
沆	2
沤	2
泞	2
泮	2
泯	2
泱	2
浒	2
浚	2
浜	2
涓	2
涝	2
涧	2
淌	2
淖	2
渍	2
渎	2
溘	2
溥	2
滓	2
滦	2
滷	2
漕	2
漾	2
潢	2
潼	2
澧	2
澹	2
濒	2
濞	2
瀑	2
烀	2
熄	2
熨	2
熵	2
爹	2
牝	2
牟	2
牯	2
牺	2
犴	2
狲	2
狴	2
猕	2
猝	2
獐	2
獗	2
玷	2
珩	2
琐	2
琚	2
瓞	2
甄	2
甥	2
甩	2
甫	2
畀	2
畔	2
疚	2
疥	2
疳	2
痂	2
瘅	2
瘢	2
癖	2
癣	2
皋	2
眨	2
眯	2
眺	2
睐	2
睿	2
瞄	2
瞑	2
瞳	2
瞽	2
砀	2
砭	2
砼	2
碟	2
磬	2
祈	2
祚	2
秃	2
稂	2
稊	2
稔	2
稚	2
穑	2
窈	2
窑	2
窒	2
窕	2
竦	2
笄	2
笆	2
笏	2
笛	2
笺	2
筐	2
筵	2
箍	2
箔	2
箩	2
篦	2
粳	2
粼	2
糗	2
紊	2
纛	2
纫	2
绅	2
绊	2
绎	2
绚	2
绛	2
绢	2
绥	2
绫	2
缁	2
缅	2
缉	2
缛	2
缭	2
罄	2
罟	2
署	2
羚	2
羝	2
羧	2
羸	2
聆	2
聒	2
肮	2
肽	2
胄	2
胙	2
胝	2
胯	2
胱	2
胳	2
胼	2
腆	2
腻	2
腼	2
膈	2
膑	2
膻	2
臀	2
臆	2
臧	2
舀	2
舛	2
芊	2
苌	2
苫	2
苴	2
荚	2
荛	2
莒	2
莞	2
莩	2
莸	2
莹	2
菅	2
菩	2
萘	2
萦	2
葚	2
蓖	2
蓟	2
蔀	2
蔌	2
蕃	2
蕨	2
薇	2
藩	2
藿	2
虏	2
虔	2
虿	2
蚀	2
蚜	2
蚤	2
蚧	2
蛎	2
蛏	2
蜊	2
蜍	2
蜒	2
蜻	2
蝘	2
螯	2
蟆	2
蠖	2
衙	2
衽	2
衿	2
袁	2
袄	2
袱	2
裎	2
裔	2
裨	2
褛	2
褪	2
褴	2
訚	2
詈	2
诌	2
诏	2
诟	2
诣	2
诨	2
诰	2
诳	2
谇	2
谙	2
谚	2
谜	2
谮	2
豢	2
貉	2
贮	2
贰	2
赁	2
赌	2
赔	2
赡	2
赣	2
趄	2
趟	2
趴	2
跄	2
跛	2
跣	2
跪	2
踉	2
踊	2
踱	2
蹀	2
蹬	2
蹴	2
躞	2
躺	2
轧	2
轭	2
轸	2
辄	2
辍	2
辖	2
辘	2
迦	2
迳	2
逋	2
逑	2
遨	2
邑	2
邓	2
邢	2
邱	2
邹	2
郢	2
酊	2
酋	2
醍	2
醴	2
釉	2
鏖	2
鑫	2
钛	2
钳	2
钺	2
铂	2
铩	2
铯	2
锉	2
锔	2
锵	2
锺	2
镀	2
镐	2
镒	2
镝	2
阈	2
阍	2
阎	2
阡	2
阱	2
阽	2
陕	2
陟	2
陲	2
隍	2
隳	2
雎	2
雳	2
雹	2
霉	2
霖	2
飒	2
飧	2
饸	2
饹	2
馑	2
馕	2
馘	2
驮	2
驻	2
骆	2
骐	2
骖	2
髯	2
髻	2
魃	2
魑	2
鮰	2
鲋	2
鲢	2
鲩	2
鳅	2
鹃	2
鹕	2
鹞	2
鹪	2
鹬	2
麓	2
麝	2
黏	2
黛	2
黩	2
鼾	2
丌	1
丫	1
乩	1
亩	1
亻	1
仟	1
伛	1
伧	1
伫	1
佃	1
佝	1
佣	1
佰	1
侍	1
侏	1
侥	1
侦	1
侨	1
侩	1
俑	1
俘	1
俚	1
俜	1
俞	1
俸	1
俺	1
倏	1
倘	1
倥	1
倸	1
偈	1
偢	1
偬	1
偾	1
傈	1
傣	1
傧	1
僚	1
僦	1
僬	1
僭	1
僮	1
僳	1
儗	1
儡	1
兑	1
冂	1
冉	1
凼	1
刈	1
刎	1
刭	1
刳	1
剞	1
剽	1
劂	1
劐	1
劓	1
劬	1
劭	1
劾	1
匍	1
匦	1
匾	1
卟	1
厩	1
叁	1
叼	1
叽	1
吆	1
吖	1
吨	1
吩	1
吱	1
呃	1
呋	1
呙	1
呛	1
呷	1
呸	1
咋	1
咐	1
咛	1
咣	1
咭	1
咴	1
哂	1
哆	1
哏	1
哙	1
哚	1
哜	1
哼	1
哿	1
唁	1
唆	1
唏	1
唔	1
唢	1
唧	1
唬	1
唷	1
唿	1
啃	1
啐	1
啕	1
啥	1
啫	1
啬	1
啭	1
啵	1
啶	1
啻	1
啾	1
喈	1
喑	1
喔	1
喟	1
喽	1
嗄	1
嗅	1
嗑	1
嗝	1
嗡	1
嗨	1
嗬	1
嘈	1
嘏	1
嘣	1
噍	1
噔	1
噘	1
噢	1
噱	1
噶	1
噻	1
嚆	1
嚏	1
嚓	1
嚚	1
嚢	1
嚯	1
嚷	1
囧	1
囯	1
囷	1
囿	1
圃	1
圜	1
圪	1
圳	1
坩	1
坫	1
坳	1
垄	1
垆	1
垌	1
垓	1
垤	1
垩	1
垮	1
埂	1
埒	1
埕	1
埚	1
埭	1
埯	1
埴	1
堇	1
堙	1
堞	1
堠	1
塍	1
塥	1
墀	1
墅	1
墒	1
墼	1
夔	1
夤	1
夥	1
夯	1
奠	1
妁	1
妊	1
妓	1
妗	1
妩	1
妪	1
妮	1
妲	1
妾	1
姱	1
娆	1
娑	1
娠	1
娣	1
娩	1
娲	1
娴	1
婉	1
婊	1
婐	1
婕	1
婧	1
婵	1
媪	1
媲	1
媸	1
媾	1
嫖	1
嫠	1
嫡	1
嫫	1
嫰	1
嬖	1
嬗	1
孓	1
孛	1
孪	1
孰	1
孱	1
宄	1
宥	1
寤	1
寮	1
尜	1
屌	1
岖	1
岙	1
岚	1
岜	1
岣	1
岬	1
峋	1
峒	1
峪	1
崕	1
崞	1
崤	1
崧	1
崮	1
嵚	1
嵛	1
嵯	1
嵴	1
巅	1
巩	1
巳	1
帔	1
帙	1
帱	1
幂	1
幌	1
幞	1
幺	1
庋	1
庳	1
庵	1
廑	1
廒	1
廛	1
廪	1
弁	1
弈	1
弋	1
弭	1
弸	1
彀	1
彤	1
彦	1
徂	1
徉	1
後	1
徧	1
徵	1
徼	1
忉	1
忖	1
忪	1
忭	1
忮	1
忸	1
怂	1
怄	1
怊	1
怦	1
怩	1
怼	1
怿	1
恚	1
恪	1
恳	1
恸	1
恿	1
悃	1
悌	1
悚	1
惆	1
惋	1
惓	1
惦	1
愊	1
愒	1
愠	1
愬	1
憷	1
戋	1
戌	1
戍	1
戥	1
戬	1
戽	1
戾	1
扉	1
扔	1
扦	1
抨	1
抻	1
押	1
抿	1
拎	1
拧	1
拮	1
拴	1
挎	1
挛	1
挢	1
捂	1
捃	1
捅	1
捆	1
捋	1
捌	1
捍	1
捲	1
捺	1
掀	1
掊	1
掞	1
掴	1
掸	1
掺	1
揍	1
揎	1
揞	1
揠	1
揩	1
搁	1
搋	1
搛	1
搡	1
搦	1
搧	1
搴	1
搿	1
摁	1
摈	1
摒	1
摛	1
摹	1
摽	1
撂	1
撧	1
撬	1
撰	1
撵	1
擀	1
擐	1
攉	1
敫	1
斓	1
斡	1
旄	1
旮	1
昙	1
昳	1
昵	1
昶	1
晁	1
晗	1
晡	1
晤	1
暄	1
暨	1
曛	1
曷	1
朦	1
杈	1
杉	1
杓	1
杲	1
枞	1
枧	1
枨	1
某	1
柒	1
柞	1
柩	1
栝	1
桄	1
桅	1
桓	1
桕	1
桦	1
桧	1
桷	1
梏	1
棣	1
棰	1
棵	1
棹	1
椁	1
椐	1
椴	1
楗	1
楣	1
楹	1
榘	1
榧	1
榷	1
槊	1
槎	1
槔	1
槭	1
槲	1
樨	1
樯	1
樵	1
橇	1
橐	1
欸	1
欹	1
歃	1
歙	1
殂	1
殛	1
殡	1
殴	1
毓	1
毗	1
毽	1
氅	1
氐	1
氓	1
氖	1
氙	1
氚	1
氟	1
氡	1
氩	1
汛	1
汜	1
汞	1
汩	1
汴	1
汶	1
沏	1
沣	1
沨	1
沩	1
沪	1
沮	1
泅	1
泌	1
泔	1
泠	1
泸	1
洄	1
洎	1
洚	1
洮	1
洹	1
洼	1
浍	1
浏	1
浡	1
浣	1
浼	1
涔	1
涪	1
涫	1
淄	1
淙	1
淝	1
淤	1
淦	1
淴	1
渌	1
渗	1
渚	1
渲	1
湄	1
湍	1
湎	1
湔	1
湟	1
湮	1
溅	1
滏	1
滕	1
滗	1
漳	1
漶	1
潍	1
潞	1
潸	1
澉	1
澥	1
濮	1
瀚	1
瀵	1
炅	1
炆	1
炔	1
炫	1
烃	1
烜	1
烬	1
焐	1
焓	1
煀	1
煅	1
煦	1
煳	1
熠	1
熳	1
熹	1
燔	1
燮	1
牒	1
牿	1
犋	1
犍	1
犒	1
犟	1
犷	1
狄	1
狎	1
狒	1
狙	1
狷	1
猊	1
猓	1
猩	1
猱	1
猹	1
獒	1
獠	1
獬	1
獭	1
獾	1
玎	1
玖	1
玟	1
玢	1
玳	1
珂	1
珈	1
珏	1
珐	1
珙	1
珪	1
琊	1
琏	1
琛	1
琣	1
琦	1
琨	1
琯	1
瑱	1
璜	1
瓠	1
瓯	1
甭	1
畚	1
畛	1
畦	1
疔	1
疖	1
疟	1
疡	1
疣	1
疤	1
疱	1
疴	1
疸	1
疹	1
疽	1
痉	1
痊	1
痘	1
痞	1
痢	1
痤	1
痧	1
痪	1
瘊	1
瘕	1
瘛	1
瘫	1
瘳	1
瘸	1
瘼	1
瘾	1
癌	1
癍	1
癫	1
皈	1
皑	1
皦	1
皱	1
皴	1
皿	1
盍	1
盥	1
盯	1
盰	1
盹	1
眄	1
眇	1
眵	1
睁	1
睇	1
睑	1
睚	1
睢	1
睥	1
睾	1
瞥	1
瞧	1
矬	1
矶	1
矽	1
砒	1
砝	1
砧	1
砩	1
砰	1
砷	1
砹	1
砻	1
硌	1
硐	1
硷	1
硼	1
碉	1
碓	1
碘	1
碚	1
碜	1
碣	1
碥	1
碴	1
碾	1
磔	1
磙	1
磴	1
礅	1
祓	1
祠	1
祧	1
祺	1
禧	1
秆	1
秕	1
秧	1
秸	1
稃	1
稞	1
稷	1
窆	1
窘	1
窬	1
窭	1
窿	1
竺	1
竽	1
笈	1
笕	1
笞	1
笪	1
笫	1
笱	1
笳	1
笾	1
筏	1
筠	1
筲	1
箅	1
箐	1
箧	1
篁	1
篌	1
篓	1
篙	1
篼	1
簋	1
簟	1
粕	1
粜	1
粩	1
糇	1
糨	1
綮	1
繇	1
纂	1
纣	1
纥	1
纮	1
纻	1
纾	1
绀	1
绂	1
绋	1
绔	1
绖	1
绗	1
绦	1
绯	1
绲	1
缀	1
缈	1
缊	1
缏	1
缑	1
缔	1
缙	1
缥	1
缮	1
缳	1
缶	1
罅	1
罘	1
羌	1
羿	1
翌	1
翚	1
翟	1
翦	1
翮	1
翱	1
耠	1
耩	1
耪	1
耷	1
聂	1
聃	1
聿	1
肄	1
肇	1
肛	1
胍	1
胛	1
胥	1
胧	1
胨	1
胲	1
胴	1
脓	1
脔	1
腈	1
腓	1
腭	1
腱	1
膛	1
臃	1
臌	1
臬	1
舂	1
舄	1
舨	1
舫	1
舭	1
舰	1
舶	1
舷	1
舸	1
艄	1
艏	1
艘	1
艚	1
艟	1
艮	1
艴	1
艽	1
芍	1
芎	1
芮	1
芾	1
苊	1
苒	1
苣	1
苻	1
茁	1
茇	1
茈	1
茎	1
茳	1
茺	1
茼	1
荩	1
荬	1
荭	1
荽	1
莆	1
莛	1
莪	1
菏	1
菔	1
菖	1
菘	1
菝	1
菡	1
菪	1
菰	1
萆	1
萏	1
萑	1
萬	1
萱	1
萼	1
葆	1
葸	1
蒇	1
蒋	1
蒟	1
蒻	1
蒽	1
蓍	1
蓓	1
蓦	1
蔊	1
蔑	1
蔔	1
蔘	1
蔟	1
蔫	1
蔷	1
蔸	1
蔻	1
蕤	1
蕰	1
薅	1
薛	1
薜	1
薨	1
薹	1
藁	1
藜	1
蘅	1
虮	1
虺	1
虻	1
虼	1
蚣	1
蚨	1
蚩	1
蚪	1
蛄	1
蛆	1
蛔	1
蛴	1
蜩	1
蜾	1
蝈	1
蝗	1
蝣	1
蝮	1
蝽	1
螓	1
螗	1
螟	1
螭	1
蟀	1
蟋	1
蟑	1
蟒	1
蟥	1
蠕	1
蠲	1
衩	1
衲	1
袈	1
袷	1
裆	1
裰	1
裱	1
裴	1
裼	1
褂	1
褊	1
褓	1
褙	1
褚	1
褡	1
褧	1
褫	1
覃	1
觊	1
觌	1
觏	1
觜	1
觞	1
觳	1
誊	1
謷	1
讣	1
讧	1
讫	1
讵	1
讶	1
诀	1
诂	1
诃	1
诅	1
诖	1
诙	1
诤	1
诹	1
诿	1
谌	1
谍	1
谑	1
谔	1
谕	1
谖	1
谘	1
谟	1
谫	1
谰	1
谴	1
貊	1
贲	1
贳	1
赀	1
赆	1
赊	1
赓	1
赙	1
赚	1
赜	1
赧	1
赭	1
趑	1
趵	1
趸	1
趺	1
跏	1
跚	1
跤	1
跫	1
跬	1
跸	1
跺	1
跽	1
踝	1
踣	1
踬	1
踮	1
踹	1
蹋	1
蹒	1
蹩	1
轱	1
轲	1
轷	1
轹	1
轾	1
辂	1
辇	1
辊	1
迄	1
迤	1
迨	1
逶	1
遄	1
遽	1
邀	1
邨	1
邴	1
邶	1
邸	1
郇	1
郐	1
郛	1
郜	1
郝	1
郡	1
郧	1
鄂	1
鄣	1
酗	1
酝	1
酞	1
酤	1
酩	1
酲	1
醢	1
醭	1
醮	1
醯	1
钎	1
钒	1
钖	1
钚	1
钣	1
钨	1
钪	1
钫	1
钬	1
钮	1
钸	1
钹	1
钿	1
铀	1
铆	1
铊	1
铋	1
铍	1
铎	1
铒	1
铖	1
铡	1
铣	1
铤	1
铥	1
铧	1
铪	1
铬	1
铱	1
铳	1
铷	1
锇	1
锏	1
锑	1
锒	1
锕	1
锗	1
锛	1
锢	1
锨	1
锩	1
锪	1
锲	1
锷	1
锹	1
锿	1
镄	1
镉	1
镊	1
镍	1
镑	1
镓	1
镔	1
镖	1
镞	1
镡	1
镢	1
镣	1
镩	1
镪	1
镫	1
镭	1
镰	1
镲	1
闩	1
闱	1
闵	1
闸	1
阀	1
阂	1
阄	1
阉	1
阊	1
阏	1
阒	1
阗	1
阚	1
阨	1
阼	1
陂	1
陔	1
陬	1
隗	1
隽	1
雇	1
霭	1
霾	1
靳	1
鞑	1
鞘	1
鞫	1
鞯	1
鞲	1
鞴	1
韪	1
韫	1
韻	1
颃	1
颅	1
颇	1
颉	1
颌	1
颚	1
颡	1
颢	1
颧	1
飑	1
飓	1
飙	1
飨	1
餮	1
饔	1
饬	1
馃	1
馇	1
馐	1
驸	1
骁	1
骅	1
骉	1
骡	1
骢	1
骱	1
骶	1
骺	1
骼	1
髌	1
髫	1
鬃	1
鬣	1
鬲	1
鱖	1
鲂	1
鲅	1
鲒	1
鲚	1
鲛	1
鲣	1
鲨	1
鲮	1
鲱	1
鲷	1
鲻	1
鳆	1
鳇	1
鳎	1
