# Auto-generated by scripts/build_char_frequency_from_wordlists.py
# Format: <char>\t<weight>  (corpus count + general-rank bonus)
雍	8
霍	8
饨	8
馄	8
驹	8
鲈	8
乞	7
仿	7
企	7
俄	7
俐	7
债	7
剔	7
努	7
劲	7
卿	7
叔	7
吕	7
吝	7
呕	7
呱	7
咏	7
咫	7
哄	7
哦	7
哩	7
哪	7
唤	7
啪	7
嘻	7
噬	7
址	7
坊	7
培	7
塑	7
夭	7
妍	7
娜	7
娱	7
寇	7
寐	7
寓	7
岐	7
岱	7
峨	7
巡	7
帕	7
帘	7
廓	7
徐	7
恰	7
悉	7
您	7
惚	7
惧	7
戮	7
扈	7
抓	7
抖	7
拂	7
拈	7
捏	7
搬	7
撼	7
擎	7
旨	7
枢	7
栏	7
桀	7
械	7
梳	7
樟	7
毡	7
汇	7
汲	7
汹	7
沁	7
涎	7
涛	7
涡	7
涩	7
淑	7
湛	7
溯	7
潇	7
澜	7
澳	7
濯	7
煨	7
燎	7
猎	7
玑	7
珑	7
珥	7
琪	7
琵	7
瓢	7
瓤	7
疗	7
盅	7
睨	7
砚	7
租	7
竞	7
箪	7
篮	7
篱	7
簪	7
粘	7
纶	7
绌	7
缄	7
羔	7
翘	7
翥	7
翰	7
肴	7
胀	7
